Date,Open,High,Low,Close,Adj Close,Volume
2014-09-30,76.040001,76.720001,75.769997,76.470001,67.104172,5640700
2014-10-01,76.510002,76.860001,75.910004,76.120003,66.797035,6524900
2014-10-02,76.209999,76.910004,75.959999,76.230003,66.893555,4921200
2014-10-03,76.570000,77.480003,76.529999,77.320000,67.850060,5819700
2014-10-06,77.050003,77.919998,76.989998,77.349998,67.876389,5429700
2014-10-07,77.029999,77.690002,76.720001,77.300003,67.832512,7059900
2014-10-08,77.410004,78.489998,76.809998,78.239998,68.657379,8107100
2014-10-09,78.110001,78.830002,77.660004,77.860001,68.323921,7072700
2014-10-10,77.930000,79.370003,77.930000,78.290001,68.701256,10078000
2014-10-13,78.029999,78.580002,77.449997,77.559998,68.060677,8201200
2014-10-14,77.830002,78.629997,77.669998,77.980003,68.429237,7901100
2014-10-15,77.580002,77.690002,74.360001,75.199997,65.989693,21057700
2014-10-16,73.230003,74.070000,72.610001,73.820000,64.778725,14346600
2014-10-17,74.180000,74.500000,73.029999,74.099998,65.024445,11462300
2014-10-20,74.139999,75.220001,73.919998,75.139999,65.937065,7040700
2014-10-21,75.180000,76.199997,75.010002,76.019997,66.709267,8299700
2014-10-22,76.470001,76.660004,76.010002,76.029999,66.718063,5927600
2014-10-23,76.370003,76.650002,75.779999,76.250000,66.911110,6367100
2014-10-24,76.129997,76.500000,75.500000,76.379997,67.025177,4479600
2014-10-27,76.330002,76.980003,76.309998,76.589996,67.209473,4107400
2014-10-28,76.629997,76.800003,76.000000,76.349998,66.998856,4979600
2014-10-29,76.550003,76.639999,75.970001,76.389999,67.033989,5759700
2014-10-30,76.169998,76.599998,75.980003,76.449997,67.086609,4872400
2014-10-31,76.889999,77.400002,76.010002,76.269997,66.928658,7570700
2014-11-03,76.349998,76.379997,75.589996,76.279999,66.937416,6894400
2014-11-04,76.489998,77.370003,76.279999,77.260002,67.797409,6904900
2014-11-05,77.870003,78.230003,77.300003,77.699997,68.183525,5673800
2014-11-06,78.150002,78.180000,77.169998,77.809998,68.280045,4621900
2014-11-07,77.839996,79.080002,77.610001,78.769997,69.122467,9498800
2014-11-10,78.599998,80.129997,78.419998,79.440002,69.710411,12640500
2014-11-11,79.400002,79.419998,78.849998,79.010002,69.333061,5602400
2014-11-12,78.830002,79.440002,78.650002,79.199997,69.499786,6791200
2014-11-13,80.959999,83.059998,80.860001,82.940002,72.781746,22812400
2014-11-14,82.580002,83.150002,82.099998,82.959999,72.799286,10636600
2014-11-17,82.580002,83.720001,82.529999,83.570000,73.334572,7993400
2014-11-18,83.500000,83.919998,83.339996,83.790001,73.527649,6096400
2014-11-19,83.959999,85.639999,83.919998,84.989998,74.580658,12189800
2014-11-20,84.809998,85.290001,84.040001,84.580002,74.220871,7812700
2014-11-21,85.339996,85.440002,84.580002,84.650002,74.282303,6649600
2014-11-24,84.849998,85.610001,84.769997,85.400002,74.940453,7995500
2014-11-25,85.500000,85.510002,84.389999,84.949997,74.545570,6675500
2014-11-26,84.900002,85.110001,84.480003,84.980003,74.571892,3942800
2014-11-28,86.180000,88.089996,85.900002,87.540001,76.818336,7820600
2014-12-01,86.720001,87.070000,85.750000,86.220001,75.660004,9140900
2014-12-02,86.269997,86.699997,85.930000,86.400002,75.817955,6766300
2014-12-03,85.949997,86.000000,84.680000,84.940002,74.953201,6374300
2014-12-04,84.129997,84.820000,83.650002,84.760002,74.794357,6901400
2014-12-05,84.809998,84.820000,83.510002,84.120003,74.229607,6570100
2014-12-08,84.150002,84.669998,83.849998,84.230003,74.326675,6266000
2014-12-09,83.650002,84.209999,82.650002,83.559998,73.735443,6633600
2014-12-10,83.930000,84.309998,82.900002,82.980003,73.223648,6973600
2014-12-11,83.199997,84.500000,83.160004,83.830002,73.973701,8032800
2014-12-12,83.519997,85.000000,83.519997,83.809998,73.956047,7284100
2014-12-15,84.260002,84.699997,83.050003,83.940002,74.070770,6317700
2014-12-16,83.620003,84.760002,82.940002,82.959999,73.205986,7437400
2014-12-17,83.279999,84.260002,82.949997,84.230003,74.326675,6641000
2014-12-18,84.800003,85.949997,84.279999,85.940002,75.835602,8645900
2014-12-19,86.260002,86.339996,85.160004,85.160004,75.147316,12068800
2014-12-22,85.320000,86.400002,85.290001,86.379997,76.223877,4575800
2014-12-23,86.690002,87.080002,86.360001,86.660004,76.470963,5552600
2014-12-24,86.970001,87.070000,86.389999,86.430000,76.267998,2491800
2014-12-26,86.180000,87.139999,86.010002,86.910004,76.691574,3249300
2014-12-29,86.459999,87.070000,86.400002,86.639999,76.453308,3605600
2014-12-30,86.519997,87.129997,86.480003,86.790001,76.585670,3265400
2014-12-31,87.080002,87.440002,85.860001,85.879997,75.782684,4151400
2015-01-02,86.269997,86.720001,85.550003,85.900002,75.800331,4501800
2015-01-05,85.720001,86.320000,85.510002,85.650002,75.579727,6979000
2015-01-06,85.980003,86.750000,85.790001,86.309998,76.162109,8205100
2015-01-07,86.779999,88.680000,86.669998,88.599998,78.182854,8498400
2015-01-08,89.209999,90.669998,89.070000,90.470001,79.833008,12713600
2015-01-09,90.320000,90.389999,89.250000,89.349998,78.844673,8522500
2015-01-12,89.360001,90.309998,89.220001,90.019997,79.435905,7372500
2015-01-13,90.800003,90.970001,88.930000,89.309998,78.809387,8215400
2015-01-14,87.650002,88.519997,86.500000,86.610001,76.426834,11954300
2015-01-15,87.000000,87.779999,86.699997,87.379997,77.106293,9412700
2015-01-16,87.199997,87.459999,86.230003,86.769997,76.568024,8408900
2015-01-20,86.820000,87.699997,85.550003,86.690002,76.497421,7853100
2015-01-21,86.099998,86.910004,85.709999,86.639999,76.453308,8173800
2015-01-22,87.230003,88.400002,86.860001,88.300003,77.918152,7123800
2015-01-23,88.419998,89.260002,87.889999,88.510002,78.103439,7565800
2015-01-26,88.309998,89.160004,88.120003,88.629997,78.209343,4666700
2015-01-27,88.279999,88.459999,87.260002,87.529999,77.238663,6020500
2015-01-28,88.019997,88.230003,86.769997,86.820000,76.612144,5936800
2015-01-29,87.070000,87.720001,86.269997,87.720001,77.406319,6522800
2015-01-30,86.779999,87.360001,84.900002,84.980003,74.988495,10280200
2015-02-02,84.790001,85.870003,83.930000,85.709999,75.632652,6927200
2015-02-03,85.830002,86.529999,85.660004,86.190002,76.056229,8283500
2015-02-04,86.110001,87.040001,86.000000,86.650002,76.462151,8932300
2015-02-05,87.110001,87.360001,86.559998,87.279999,77.018074,5090800
2015-02-06,87.260002,88.000000,86.779999,87.330002,77.062195,5617600
2015-02-09,86.970001,87.190002,85.639999,85.910004,75.809143,5456200
2015-02-10,86.620003,87.410004,86.419998,87.290001,77.026894,5732100
2015-02-11,86.629997,87.120003,85.919998,86.339996,76.188599,5853100
2015-02-12,86.559998,86.680000,85.230003,85.889999,75.791504,6941600
2015-02-13,85.839996,86.160004,85.320000,85.809998,75.720894,5597000
2015-02-17,85.430000,85.970001,84.970001,85.959999,75.853256,5087200
2015-02-18,85.959999,86.300003,85.519997,86.290001,76.144447,6032700
2015-02-19,84.500000,84.800003,83.389999,83.519997,73.700157,18646800
2015-02-20,82.730003,84.379997,82.550003,84.300003,74.388443,13840400
2015-02-23,84.389999,84.860001,84.230003,84.599998,74.653152,6730400
2015-02-24,84.519997,84.820000,83.919998,84.570000,74.626694,5197700
2015-02-25,84.629997,84.720001,83.519997,83.570000,73.744263,6808400
2015-02-26,83.849998,83.860001,83.269997,83.800003,73.947220,5888100
2015-02-27,83.720001,84.160004,83.400002,83.930000,74.061958,5877400
2015-03-02,83.930000,84.000000,83.199997,83.959999,74.088402,6061500
2015-03-03,83.660004,83.820000,83.169998,83.370003,73.567795,6460800
2015-03-04,83.209999,83.209999,82.199997,82.580002,72.870659,6214400
2015-03-05,83.150002,83.870003,82.959999,83.570000,73.744263,5997500
2015-03-06,82.809998,83.099998,82.379997,82.589996,72.879486,5731000
2015-03-09,82.589996,83.339996,82.540001,82.879997,73.135391,4671500
2015-03-10,82.269997,82.500000,82.070000,82.070000,72.420624,6311100
2015-03-11,81.820000,81.970001,80.540001,80.690002,71.630562,6160900
2015-03-12,80.809998,82.120003,80.779999,81.900002,72.704697,5225800
2015-03-13,81.949997,82.250000,81.290001,81.900002,72.704697,4762200
2015-03-16,82.449997,83.370003,82.440002,83.290001,73.938637,6519100
2015-03-17,82.980003,83.010002,82.239998,82.620003,73.343864,4802000
2015-03-18,81.980003,82.959999,81.160004,82.529999,73.263962,10252300
2015-03-19,82.330002,82.440002,81.370003,81.519997,72.367355,7212900
2015-03-20,81.830002,83.489998,81.709999,83.239998,73.894249,12365300
2015-03-23,83.180000,83.900002,83.120003,83.309998,73.956406,6505700
2015-03-24,83.190002,83.709999,82.959999,83.050003,73.725594,5359100
2015-03-25,83.089996,83.250000,81.309998,81.320000,72.189842,6645900
2015-03-26,80.930000,82.309998,80.650002,81.889999,72.695824,8267200
2015-03-27,81.849998,82.180000,81.250000,81.349998,72.216446,5717400
2015-03-30,81.699997,82.800003,81.430000,82.529999,73.263962,5701700
2015-03-31,82.389999,83.040001,82.250000,82.250000,73.015411,5587700
2015-04-01,82.279999,82.279999,80.430000,80.709999,71.648315,8306700
2015-04-02,80.730003,81.320000,80.550003,80.730003,71.666077,5795700
2015-04-06,80.459999,81.330002,80.150002,80.989998,71.896858,6380700
2015-04-07,81.089996,81.290001,80.459999,80.500000,71.461899,6606100
2015-04-08,80.389999,81.230003,80.360001,81.029999,71.932381,6694700
2015-04-09,80.839996,81.389999,80.580002,80.839996,71.763718,3923600
2015-04-10,80.860001,81.000000,80.550003,80.650002,71.595047,5480300
2015-04-13,80.400002,80.919998,80.269997,80.290001,71.275475,4698100
2015-04-14,80.290001,80.419998,79.680000,80.150002,71.151176,5531700
2015-04-15,80.580002,80.980003,79.650002,79.739998,70.787216,6200400
2015-04-16,79.500000,79.889999,79.129997,79.239998,70.343346,8015100
2015-04-17,78.940002,79.150002,77.550003,77.879997,69.136055,11822800
2015-04-20,78.389999,78.830002,78.019997,78.139999,69.366867,8847600
2015-04-21,78.610001,78.839996,77.910004,78.029999,69.269211,6200200
2015-04-22,77.730003,78.639999,77.550003,78.430000,69.624290,7594700
2015-04-23,78.379997,79.540001,78.199997,79.180000,70.290100,7468900
2015-04-24,79.379997,80.930000,79.239998,79.839996,70.876007,6867800
2015-04-27,79.769997,79.860001,79.290001,79.370003,70.458771,6449800
2015-04-28,79.459999,79.480003,78.769997,79.099998,70.219086,4895900
2015-04-29,78.699997,78.790001,77.790001,77.879997,69.136055,7108400
2015-04-30,77.830002,78.480003,77.589996,78.050003,69.286972,8795900
2015-05-01,78.199997,78.760002,78.169998,78.599998,69.775200,4999700
2015-05-04,78.980003,79.550003,78.459999,79.180000,70.290100,6669200
2015-05-05,79.010002,79.010002,78.059998,78.129997,69.357971,5855400
2015-05-06,77.919998,78.120003,77.169998,77.650002,69.366920,5480100
2015-05-07,77.730003,78.339996,77.300003,78.029999,69.706367,5538100
2015-05-08,78.599998,79.250000,78.400002,78.529999,70.153030,5347400
2015-05-11,78.320000,78.610001,78.029999,78.099998,69.768898,3744900
2015-05-12,78.019997,79.480003,77.870003,78.959999,70.537170,8449000
2015-05-13,79.180000,79.430000,77.980003,78.160004,69.822510,8421200
2015-05-14,78.370003,78.769997,78.019997,78.720001,70.322769,6170200
2015-05-15,78.709999,79.250000,78.570000,79.239998,70.787300,6617200
2015-05-18,79.370003,79.940002,79.160004,79.919998,71.394760,8300300
2015-05-19,78.180000,78.360001,76.230003,76.430000,68.277046,22458600
2015-05-20,76.480003,76.500000,75.830002,75.900002,67.803596,10541900
2015-05-21,75.800003,76.419998,75.559998,76.110001,67.991180,6756200
2015-05-22,76.199997,76.379997,75.860001,75.860001,67.767853,6815000
2015-05-26,75.769997,75.830002,74.820000,74.900002,66.910263,10573600
2015-05-27,75.010002,75.510002,75.000000,75.190002,67.169334,6987100
2015-05-28,75.070000,75.160004,74.650002,74.839996,66.856667,5025500
2015-05-29,74.820000,74.879997,74.150002,74.269997,66.347466,6375100
2015-06-01,74.690002,75.080002,74.410004,74.730003,66.758377,5646000
2015-06-02,74.540001,75.000000,74.419998,74.529999,66.579727,5797800
2015-06-03,74.699997,75.199997,74.470001,74.889999,66.901329,6093800
2015-06-04,74.459999,74.980003,73.949997,74.150002,66.240280,8982800
2015-06-05,74.169998,74.269997,72.980003,73.059998,65.266525,10635100
