,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-03-15,17220.0,17255.0,17119.0,17242.0,17242.0,30475.0
1,2016-03-16,17247.0,17382.0,17189.0,17332.0,17332.0,28664.0
2,2016-03-17,17330.0,17531.0,17244.0,17486.0,17486.0,31638.0
3,2016-03-18,17502.0,17557.029297,17467.0,17557.029297,17557.029297,128256.0
4,2016-03-21,17490.0,17552.0,17441.0,17528.0,17528.0,102160.0
5,2016-03-22,17532.0,17554.0,17431.0,17504.0,17504.0,128386.0
6,2016-03-23,17496.0,17519.0,17387.0,17426.0,17426.0,144382.0
7,2016-03-24,17423.0,17463.0,17299.0,17439.0,17439.0,134496.0
8,2016-03-28,17464.0,17526.0,17392.0,17448.0,17448.0,82564.0
9,2016-03-29,17442.0,17553.0,17333.0,17538.0,17538.0,133947.0
10,2016-03-30,17543.0,17694.0,17536.0,17622.0,17622.0,121178.0
11,2016-03-31,17625.0,17659.0,17564.0,17595.0,17595.0,120671.0
12,2016-04-01,17613.0,17713.0,17468.0,17706.0,17706.0,163740.0
13,2016-04-04,17702.0,17753.0,17615.0,17642.0,17642.0,124133.0
14,2016-04-05,17622.0,17629.0,17488.0,17527.0,17527.0,148233.0
15,2016-04-06,17555.0,17639.0,17452.0,17628.0,17628.0,168209.0
16,2016-04-07,17627.0,17645.0,17396.0,17458.0,17458.0,169327.0
17,2016-04-08,17460.0,17609.0,17422.0,17485.0,17485.0,157032.0
18,2016-04-11,17487.0,17647.0,17412.0,17473.0,17473.0,165005.0
19,2016-04-12,17457.0,17656.0,17437.0,17637.0,17637.0,174972.0
20,2016-04-13,17637.0,17831.0,17629.0,17828.0,17828.0,154946.0
21,2016-04-14,17830.0,17880.0,17774.0,17842.0,17842.0,129177.0
22,2016-04-15,17849.0,17869.0,17780.0,17814.0,17814.0,95930.0
23,2016-04-18,17734.0,17935.0,17692.0,17928.0,17928.0,128805.0
24,2016-04-19,17881.0,18018.0,17877.0,17961.0,17961.0,146276.0
25,2016-04-20,17959.0,18083.0,17892.0,18037.0,18037.0,140858.0
26,2016-04-21,18036.0,18080.0,17866.0,17899.0,17899.0,151053.0
27,2016-04-22,17887.0,17951.0,17827.0,17917.0,17917.0,140151.0
28,2016-04-25,17963.0,17967.0,17773.0,17902.0,17902.0,123634.0
29,2016-04-26,17907.0,17970.0,17852.0,17919.0,17919.0,120626.0
30,2016-04-27,17880.0,18006.0,17839.0,17963.0,17963.0,160324.0
31,2016-04-28,17976.0,17987.0,17716.0,17761.0,17761.0,192719.0
32,2016-04-29,17766.0,17789.0,17568.0,17693.0,17693.0,207630.0
33,2016-05-02,17737.0,17832.0,17667.0,17799.0,17799.0,129889.0
34,2016-05-03,17806.0,17814.0,17585.0,17673.0,17673.0,165942.0
35,2016-05-04,17678.0,17700.0,17526.0,17581.0,17581.0,162200.0
36,2016-05-05,17575.0,17682.0,17536.0,17574.0,17574.0,130181.0
37,2016-05-06,17569.0,17685.0,17475.0,17671.0,17671.0,161221.0
38,2016-05-09,17673.0,17727.0,17595.0,17646.0,17646.0,120192.0
39,2016-05-10,17646.0,17864.0,17605.0,17853.0,17853.0,142357.0
40,2016-05-11,17828.0,17850.0,17656.0,17659.0,17659.0,138964.0
41,2016-05-12,17664.0,17754.0,17573.0,17668.0,17668.0,163400.0
42,2016-05-13,17669.0,17689.0,17459.0,17495.0,17495.0,183037.0
43,2016-05-16,17468.0,17705.0,17421.0,17664.0,17664.0,135180.0
44,2016-05-17,17659.0,17720.0,17423.0,17489.0,17489.0,185539.0
45,2016-05-18,17497.0,17608.0,17383.0,17479.0,17479.0,232529.0
46,2016-05-19,17491.0,17502.0,17297.0,17415.0,17415.0,189903.0
47,2016-05-20,17415.0,17547.0,17403.0,17482.0,17482.0,128694.0
48,2016-05-23,17504.0,17533.0,17431.0,17470.0,17470.0,113793.0
49,2016-05-24,17469.0,17718.0,17436.0,17687.0,17687.0,136098.0
50,2016-05-25,17696.0,17869.0,17680.0,17817.0,17817.0,124625.0
51,2016-05-26,17828.0,17864.0,17777.0,17817.0,17817.0,106963.0
52,2016-05-27,17825.0,17863.0,17802.0,17849.0,17849.0,84723.0
53,2016-05-31,17873.0,17909.0,17708.0,17774.0,17774.0,138981.0
54,2016-06-01,17773.0,17812.0,17648.0,17779.0,17779.0,119690.0
