,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-03-15,201.360001,202.529999,201.050003,202.169998,182.958542,93169100
1,2016-03-16,201.600006,203.820007,201.550003,203.339996,184.017349,129303200
2,2016-03-17,203.240005,205.229996,202.770004,204.630005,185.184769,134278500
3,2016-03-18,204.169998,204.779999,203.800003,204.380005,185.912491,138372400
4,2016-03-21,204.070007,204.940002,203.800003,204.669998,186.176315,72926700
5,2016-03-22,203.759995,205.229996,203.570007,204.559998,186.076202,97471900
6,2016-03-23,204.110001,204.330002,203.009995,203.210007,184.848236,81052500
7,2016-03-24,202.0,203.160004,201.740005,203.119995,184.766357,84360900
8,2016-03-28,203.610001,203.860001,202.710007,203.240005,184.875488,62408200
9,2016-03-29,202.759995,205.25,202.399994,205.119995,186.585632,92922900
10,2016-03-30,206.300003,206.869995,205.589996,206.020004,187.404327,86365300
11,2016-03-31,205.910004,206.410004,205.330002,205.520004,186.949509,94584100
12,2016-04-01,204.350006,207.139999,203.979996,206.919998,188.222961,114423500
13,2016-04-04,206.830002,207.070007,205.889999,206.25,187.613495,63497000
14,2016-04-05,204.669998,206.259995,203.889999,204.190002,185.73967,99662200
15,2016-04-06,204.190002,206.490005,203.979996,206.419998,187.768158,91839800
16,2016-04-07,205.139999,205.559998,203.089996,203.949997,185.521332,113859000
17,2016-04-08,205.339996,205.850006,203.869995,204.5,186.021622,95040600
18,2016-04-11,205.25,206.070007,203.910004,204.020004,185.585037,83757500
19,2016-04-12,204.220001,206.25,203.699997,205.919998,187.313339,115350600
20,2016-04-13,207.0,208.100006,206.839996,208.0,189.205368,96336400
21,2016-04-14,208.070007,208.600006,207.600006,208.009995,189.214478,65212900
22,2016-04-15,208.009995,208.169998,207.399994,207.779999,189.005249,75761600
23,2016-04-18,207.779999,209.279999,207.0,209.240005,190.333344,82531000
24,2016-04-19,209.740005,210.199997,208.940002,209.899994,190.933685,88316100
25,2016-04-20,209.949997,210.919998,209.389999,210.100006,191.115616,81100300
26,2016-04-21,210.119995,210.25,208.649994,208.970001,190.087769,85695000
27,2016-04-22,208.550003,209.289993,207.910004,208.970001,190.087769,99251700
28,2016-04-25,208.259995,208.660004,207.539993,208.610001,189.760254,66166500
29,2016-04-26,209.039993,209.520004,208.360001,208.919998,190.042282,75864200
30,2016-04-27,208.470001,209.809998,208.050003,209.350006,190.433411,77329400
31,2016-04-28,208.460007,209.759995,206.960007,207.449997,188.705063,97216200
32,2016-04-29,206.720001,207.130005,205.029999,206.330002,187.686279,142424100
33,2016-05-02,206.919998,208.179993,206.410004,207.970001,189.178101,62188000
34,2016-05-03,206.520004,206.800003,205.279999,206.160004,187.531647,106422100
35,2016-05-04,204.990005,205.850006,204.419998,205.009995,186.485535,92243800
36,2016-05-05,205.559998,205.979996,204.470001,204.970001,186.449203,67619200
37,2016-05-06,204.059998,205.770004,203.880005,205.720001,187.131424,89315000
38,2016-05-09,205.570007,206.399994,205.360001,205.889999,187.286041,74374900
39,2016-05-10,206.720001,208.470001,206.639999,208.449997,189.614746,77472200
40,2016-05-11,207.910004,208.539993,206.5,206.5,187.840927,81727000
41,2016-05-12,207.289993,207.490005,205.369995,206.559998,187.895508,89586300
42,2016-05-13,206.210007,206.860001,204.380005,204.759995,186.258133,96474600
43,2016-05-16,204.960007,207.339996,204.889999,206.779999,188.095657,77486800
44,2016-05-17,206.460007,206.800003,204.229996,204.850006,186.340057,114924900
45,2016-05-18,204.440002,206.300003,203.630005,204.910004,186.394577,120062100
46,2016-05-19,204.059998,204.539993,202.779999,204.199997,185.748718,115430500
47,2016-05-20,204.919998,206.100006,204.860001,205.490005,186.922195,104990400
48,2016-05-23,205.509995,205.839996,204.990005,205.210007,186.667496,58682600
49,2016-05-24,206.169998,208.240005,206.139999,207.869995,189.087112,93537800
50,2016-05-25,208.669998,209.770004,207.869995,209.279999,190.369705,76621400
51,2016-05-26,209.440002,209.710007,208.970001,209.339996,190.424301,55280700
52,2016-05-27,209.529999,210.25,209.470001,210.240005,191.243011,64211200
53,2016-05-31,210.559998,210.690002,209.179993,209.839996,190.879135,109879400
54,2016-06-01,209.119995,210.479996,208.889999,210.270004,191.270309,69936200
55,2016-06-02,209.800003,210.929993,209.240005,210.910004,191.852432,63044700
56,2016-06-03,210.25,210.690002,208.860001,210.279999,191.279388,101757100
57,2016-06-06,210.699997,211.770004,210.509995,211.350006,192.252701,64887000
58,2016-06-07,211.529999,212.339996,211.5,211.679993,192.552856,60974800
59,2016-06-08,211.839996,212.520004,211.690002,212.369995,193.180527,66170900
60,2016-06-09,211.509995,212.220001,211.190002,212.080002,192.916718,73786900
61,2016-06-10,210.460007,210.860001,209.429993,210.070007,191.088379,113829200
62,2016-06-13,209.360001,210.369995,208.350006,208.449997,189.614746,117751200
63,2016-06-14,208.0,208.740005,206.919998,208.039993,189.241791,125059300
64,2016-06-15,208.039993,209.360001,207.529999,207.75,188.977982,109124500
65,2016-06-16,207.75,208.570007,205.589996,208.369995,189.541931,149533100
66,2016-06-17,207.169998,207.199997,205.75,206.520004,188.836075,117055700
67,2016-06-20,208.820007,209.610001,207.75,207.850006,190.052185,82789600
68,2016-06-21,208.300003,208.919998,207.779999,208.440002,190.59169,72461700
69,2016-06-22,208.649994,209.5,207.929993,208.100006,190.280792,95560500
70,2016-06-23,209.809998,210.869995,209.270004,210.809998,192.758713,102731400
71,2016-06-24,203.630005,210.850006,202.720001,203.240005,185.836945,333444400
72,2016-06-27,201.589996,201.600006,198.649994,199.600006,182.508606,230775800
73,2016-06-28,201.479996,203.229996,201.119995,203.199997,185.800385,159382400
74,2016-06-29,204.839996,206.929993,204.720001,206.660004,188.964081,137328600
75,2016-06-30,207.210007,209.539993,206.559998,209.479996,191.542572,165021900
76,2016-07-01,209.479996,210.490005,209.289993,209.919998,191.944946,106055300
77,2016-07-05,208.949997,209.080002,207.710007,208.410004,190.564194,109803700
78,2016-07-06,207.830002,209.800003,207.059998,209.660004,191.707199,96021500
79,2016-07-07,209.869995,210.649994,208.630005,209.529999,191.588303,85593800
80,2016-07-08,211.050003,212.940002,210.779999,212.649994,194.441162,133971000
81,2016-07-11,213.190002,214.070007,212.949997,213.399994,195.126953,73633900
82,2016-07-12,214.529999,215.300003,213.429993,214.949997,196.544189,101275600
83,2016-07-13,215.440002,215.449997,214.350006,214.919998,196.516769,87324100
84,2016-07-14,216.399994,216.669998,215.660004,216.119995,197.614014,91230900
85,2016-07-15,216.779999,217.009995,215.309998,215.830002,197.348877,107155400
86,2016-07-18,215.970001,216.600006,215.669998,216.410004,197.879181,58725900
87,2016-07-19,215.919998,216.229996,215.630005,216.190002,197.67804,54345700
88,2016-07-20,216.190002,217.369995,216.190002,217.089996,198.500961,58159500
89,2016-07-21,216.960007,217.220001,215.75,216.270004,197.751221,67777300
90,2016-07-22,216.410004,217.300003,216.100006,217.240005,198.638123,62787500
91,2016-07-25,217.0,217.059998,215.970001,216.649994,198.098648,55873100
92,2016-07-26,216.529999,217.169998,215.759995,216.75,198.190094,70080500
93,2016-07-27,217.190002,217.270004,215.619995,216.520004,197.979782,84083900
94,2016-07-28,216.289993,217.110001,215.75,216.770004,198.208344,65035700
95,2016-07-29,216.460007,217.539993,216.130005,217.119995,198.528381,79519400
96,2016-08-01,217.190002,217.649994,216.410004,216.940002,198.3638,73311400
97,2016-08-02,216.649994,216.830002,214.570007,215.550003,197.09285,92295500
98,2016-08-03,215.479996,216.25,215.130005,216.179993,197.668869,53993600
99,2016-08-04,216.309998,216.779999,214.25,216.410004,197.879181,46585500
100,2016-08-05,216.410004,218.229996,216.410004,218.179993,199.497635,71892200
101,2016-08-08,218.399994,218.520004,217.740005,218.050003,199.378769,39906500
102,2016-08-09,218.130005,218.759995,217.800003,218.179993,199.497635,51251700
103,2016-08-10,218.309998,218.399994,217.229996,217.639999,199.003876,57941100
104,2016-08-11,218.259995,218.940002,217.949997,218.649994,199.927399,72504300
105,2016-08-12,218.289993,218.710007,217.990005,218.460007,199.753647,61313500
106,2016-08-15,218.889999,219.5,218.880005,219.089996,200.329742,49813500
107,2016-08-16,218.600006,218.679993,217.960007,217.960007,199.296494,53213600
108,2016-08-17,218.0,218.529999,217.020004,218.369995,199.671371,75134300
109,2016-08-18,218.339996,218.899994,218.210007,218.860001,200.119415,52989300
110,2016-08-19,218.309998,218.75,217.740005,218.539993,199.826843,75443000
111,2016-08-22,218.259995,218.800003,217.830002,218.529999,199.817657,61368800
112,2016-08-23,219.25,219.600006,218.899994,218.970001,200.219971,53399200
113,2016-08-24,218.800003,218.910004,217.360001,217.850006,199.195908,71728900
114,2016-08-25,217.399994,218.190002,217.220001,217.699997,199.058746,69224800
115,2016-08-26,217.919998,219.119995,216.25,217.289993,198.683853,122506300
116,2016-08-29,217.440002,218.669998,217.399994,218.360001,199.662231,70502200
117,2016-08-30,218.259995,218.589996,217.350006,218.0,199.333054,58114500
118,2016-08-31,217.610001,217.75,216.470001,217.380005,198.766159,85269500
119,2016-09-01,217.369995,217.729996,216.029999,217.389999,198.775284,97844200
120,2016-09-02,218.389999,218.869995,217.699997,218.369995,199.671371,79293900
121,2016-09-06,218.699997,219.119995,217.860001,219.029999,200.274857,56702100
122,2016-09-07,218.839996,219.220001,218.300003,219.009995,200.256561,76554900
123,2016-09-08,218.619995,218.940002,218.149994,218.509995,199.799377,74102900
124,2016-09-09,216.970001,217.029999,213.25,213.279999,195.017227,221589100
125,2016-09-12,212.389999,216.809998,212.309998,216.339996,197.815155,168110900
126,2016-09-13,214.839996,215.149994,212.5,213.229996,194.971451,182828800
127,2016-09-14,213.289993,214.699997,212.5,213.149994,194.898346,134185500
128,2016-09-15,212.960007,215.729996,212.75,215.279999,196.845917,134427900
129,2016-09-16,213.479996,213.690002,212.570007,213.369995,196.085022,155236400
130,2016-09-19,214.130005,214.880005,213.029999,213.410004,196.12178,80250500
131,2016-09-20,214.410004,214.589996,213.380005,213.419998,196.130997,69665300
132,2016-09-21,214.240005,216.029999,213.440002,215.820007,198.336563,110284400
133,2016-09-22,217.0,217.529999,216.710007,217.179993,199.58638,76678700
134,2016-09-23,216.720001,216.880005,215.880005,215.990005,198.492813,73630900
135,2016-09-26,215.020004,215.229996,214.009995,214.240005,196.884567,89827300
136,2016-09-27,214.050003,215.679993,213.619995,215.570007,198.106812,78494800
137,2016-09-28,215.830002,216.820007,214.710007,216.639999,199.090118,87411000
138,2016-09-29,216.399994,216.869995,214.039993,214.679993,197.28891,128070600
139,2016-09-30,215.649994,217.119995,215.360001,216.300003,198.777664,117202900
140,2016-10-03,215.820007,216.039993,215.039993,215.779999,198.299774,83512100
141,2016-10-04,215.910004,216.169998,213.990005,214.679993,197.28891,119948100
