,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-03-15,1228.300049,1236.0,1228.0,1230.400024,1230.400024,37.0
1,2016-03-16,1229.5,1263.800049,1228.900024,1229.300049,1229.300049,45.0
2,2016-03-17,1261.5,1270.099976,1255.900024,1264.5,1264.5,27.0
3,2016-03-18,1257.099976,1264.400024,1251.5,1253.800049,1253.800049,542.0
4,2016-03-21,1256.199951,1256.199951,1243.400024,1243.800049,1243.800049,1061.0
5,2016-03-22,1244.0,1252.400024,1243.800049,1248.199951,1248.199951,20.0
6,2016-03-23,1247.699951,1247.699951,1218.599976,1223.699951,1223.699951,28.0
7,2016-03-24,1214.199951,1221.400024,1214.199951,1221.400024,1221.400024,13.0
8,2016-03-28,1211.5,1222.199951,1210.0,1219.900024,1219.900024,33.0
9,2016-03-29,1217.800049,1235.599976,1217.699951,1235.599976,1235.599976,189732.0
10,2016-03-30,1241.400024,1245.0,1223.400024,1226.900024,1226.900024,48248.0
11,2016-03-31,1225.599976,1239.599976,1224.5,1234.199951,1234.199951,3377.0
12,2016-04-01,1232.300049,1235.199951,1209.199951,1222.199951,1222.199951,1602.0
13,2016-04-04,1221.699951,1222.300049,1215.0,1218.0,1218.0,2038.0
14,2016-04-05,1215.400024,1236.699951,1215.400024,1228.400024,1228.400024,477.0
15,2016-04-06,1230.400024,1230.400024,1217.599976,1222.5,1222.5,248.0
16,2016-04-07,1224.800049,1242.900024,1224.599976,1236.199951,1236.199951,375.0
17,2016-04-08,1241.0,1242.800049,1232.0,1242.5,1242.5,409.0
18,2016-04-11,1241.5,1258.699951,1241.5,1256.699951,1256.699951,437.0
19,2016-04-12,1260.0,1261.699951,1253.699951,1259.400024,1259.400024,185.0
20,2016-04-13,1256.5,1256.900024,1241.300049,1246.800049,1246.800049,203.0
21,2016-04-14,1231.400024,1243.699951,1224.5,1225.0,1225.0,264.0
22,2016-04-15,1225.699951,1235.0,1225.699951,1233.099976,1233.099976,97.0
23,2016-04-18,1238.699951,1241.099976,1232.199951,1233.599976,1233.599976,304.0
24,2016-04-19,1231.599976,1256.199951,1228.800049,1253.0,1253.0,386.0
25,2016-04-20,1256.099976,1256.099976,1243.0,1253.199951,1253.199951,180.0
26,2016-04-21,1247.699951,1270.599976,1247.599976,1249.0,1249.0,124.0
27,2016-04-22,1248.5,1248.5,1228.0,1228.699951,1228.699951,188.0
28,2016-04-25,1231.599976,1240.900024,1231.599976,1238.900024,1238.900024,442.0
29,2016-04-26,1239.800049,1244.199951,1233.0,1242.199951,1242.199951,97.0
30,2016-04-27,1248.599976,1249.5,1248.599976,1249.199951,1249.199951,547.0
31,2016-04-28,1245.900024,1270.099976,1238.5,1265.5,1265.5,887.0
32,2016-04-29,1267.300049,1295.5,1267.199951,1289.199951,1289.199951,464.0
33,2016-05-02,1292.099976,1304.400024,1290.400024,1294.699951,1294.699951,192.0
34,2016-05-03,1292.699951,1301.5,1284.5,1290.699951,1290.699951,151.0
35,2016-05-04,1286.900024,1290.0,1273.0,1273.300049,1273.300049,109.0
36,2016-05-05,1282.900024,1286.0,1270.800049,1271.400024,1271.400024,330.0
37,2016-05-06,1278.599976,1295.599976,1276.900024,1292.900024,1292.900024,305.0
38,2016-05-09,1286.5,1286.5,1262.300049,1265.599976,1265.599976,341.0
39,2016-05-10,1265.099976,1267.400024,1258.699951,1263.900024,1263.900024,23.0
40,2016-05-11,1266.900024,1279.199951,1266.900024,1274.599976,1274.599976,50.0
41,2016-05-12,1267.0,1281.199951,1264.0,1270.300049,1270.300049,101.0
42,2016-05-13,1271.400024,1275.699951,1264.599976,1271.900024,1271.900024,66.0
43,2016-05-16,1272.800049,1287.800049,1272.800049,1273.400024,1273.400024,44.0
44,2016-05-17,1272.5,1281.599976,1270.800049,1276.199951,1276.199951,16.0
45,2016-05-18,1276.400024,1276.400024,1256.800049,1273.699951,1273.699951,17.0
46,2016-05-19,1248.0,1255.5,1247.5,1254.199951,1254.199951,69.0
47,2016-05-20,1256.599976,1256.599976,1252.400024,1252.400024,1252.400024,44.0
48,2016-05-23,1251.599976,1251.599976,1247.5,1251.099976,1251.099976,56.0
49,2016-05-24,1240.0,1240.0,1228.199951,1228.900024,1228.900024,20.0
50,2016-05-25,1219.300049,1223.5,1218.599976,1223.5,1223.5,5.0
51,2016-05-26,1232.599976,1232.599976,1220.099976,1220.099976,1220.099976,199778.0
52,2016-05-27,1220.300049,1223.199951,1206.400024,1213.800049,1213.800049,63739.0
53,2016-05-31,1212.5,1217.599976,1199.0,1214.800049,1214.800049,6432.0
54,2016-06-01,1215.699951,1219.800049,1205.400024,1211.900024,1211.900024,2717.0
55,2016-06-02,1212.400024,1217.0,1209.599976,1209.800049,1209.800049,1627.0
56,2016-06-03,1209.099976,1244.5,1206.400024,1240.099976,1240.099976,1622.0
57,2016-06-06,1244.400024,1247.300049,1240.0,1244.599976,1244.599976,1135.0
58,2016-06-07,1244.0,1244.900024,1236.5,1244.400024,1244.400024,281.0
59,2016-06-08,1247.599976,1264.0,1247.300049,1259.800049,1259.800049,406.0
60,2016-06-09,1262.5,1271.400024,1258.099976,1270.199951,1270.199951,381.0
61,2016-06-10,1267.599976,1278.0,1265.300049,1273.400024,1273.400024,397.0
62,2016-06-13,1276.199951,1287.300049,1273.0,1284.400024,1284.400024,328.0
63,2016-06-14,1281.800049,1289.699951,1277.800049,1285.599976,1285.599976,554.0
64,2016-06-15,1284.599976,1296.199951,1278.800049,1285.800049,1285.800049,162.0
65,2016-06-16,1296.300049,1316.400024,1281.099976,1296.099976,1296.099976,251.0
66,2016-06-17,1280.300049,1300.099976,1280.300049,1292.5,1292.5,129.0
67,2016-06-20,1288.900024,1291.199951,1280.300049,1290.0,1290.0,153.0
68,2016-06-21,1293.900024,1293.900024,1266.300049,1270.5,1270.5,134.0
69,2016-06-22,1267.0,1269.199951,1264.900024,1268.0,1268.0,53.0
70,2016-06-23,1263.400024,1270.5,1255.199951,1261.199951,1261.199951,218.0
71,2016-06-24,1253.699951,1355.599976,1253.699951,1320.0,1320.0,694.0
72,2016-06-27,1330.0,1331.699951,1320.0,1322.5,1322.5,92.0
73,2016-06-28,1314.800049,1315.599976,1314.099976,1315.300049,1315.300049,1072.0
74,2016-06-29,1311.599976,1327.400024,1311.599976,1323.900024,1323.900024,414.0
75,2016-06-30,1315.800049,1323.5,1314.5,1318.400024,1318.400024,560.0
76,2016-07-01,1324.5,1344.199951,1321.900024,1336.699951,1336.699951,137.0
77,2016-07-05,1342.199951,1356.800049,1339.699951,1356.400024,1356.400024,90.0
